# Date:     2024-01-15 15:55:51
# Database: ocvs
# Target:   lmc_hb
# Query:    TRUE 
# Objects:  439
# Columns:
# ID	Type	RA	DECL	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER	I	V	V_I	P	dP	T0	A	Ecc	Incl	Peri	Var	Model	S	C	Remarks
OGLE-LMC-HB-0001	RG	4.755433	-67.053972	-99.99	LMC145.1.4667	LMC540.27.63	-99.99	15.905	17.291	1.386	376.42000000	0.27000000	9231.2000	0.030	0.3140	54.10	132.30	-99.99	1	0.005390	0.001300	
OGLE-LMC-HB-0002	RG	4.773567	-72.799389	-99.99	-99.99	LMC528.21.4791	OGLE-LMC-ECL-26648	16.520	17.900	1.380	207.35000000	0.12000000	9015.7000	0.039	0.3140	79.70	24.30	-99.99	1	0.005180	0.002020	
OGLE-LMC-HB-0003	MS	4.784006	-68.917139	-99.99	LMC141.8.8773	LMC539.08.103	OGLE-LMC-ECL-26688	15.886	15.848	-0.038	4.18621800	0.00002900	9002.5750	0.030	0.1360	41.70	168.20	-99.99	1	0.014600	-0.004500	
OGLE-LMC-HB-0004	RG	4.787808	-68.973583	-99.99	LMC142.4.50	LMC539.08.27	-99.99	15.574	17.283	1.709	243.96500000	0.09400000	9112.6000	0.028	0.2910	30.70	173.40	ECL	0	0.010200	-0.006650	
OGLE-LMC-HB-0005	RG	4.788506	-70.079056	-99.99	LMC143.1.18	LMC530.31.2375	-99.99	14.225	15.753	1.528	494.52000000	0.27000000	9437.3000	0.037	0.3109	62.00	120.40	-99.99	1	0.005740	0.000500	
OGLE-LMC-HB-0006	RG	4.790075	-70.677528	-99.99	LMC144.1.7335	LMC530.14.7330	-99.99	15.853	17.360	1.507	202.32600000	0.06200000	9000.2000	0.029	0.1830	51.70	92.70	TEO	1	0.009760	-0.001670	
OGLE-LMC-HB-0007	RG	4.791044	-69.485611	-99.99	LMC142.1.21	LMC531.15.2912	-99.99	14.506	15.943	1.437	662.83000000	0.68000000	9164.7000	0.021	0.5190	70.00	14.40	-99.99	1	0.001210	0.000640	
OGLE-LMC-HB-0008	RG	4.796111	-69.290417	-99.99	LMC142.2.45	LMC531.24.4	-99.99	14.271	15.623	1.352	404.20000000	0.24000000	9264.7000	0.031	0.2120	50.50	2.60	-99.99	1	0.009630	-0.000400	
OGLE-LMC-HB-0009	RG	4.827550	-68.515389	-99.99	LMC141.3.13731	LMC532.06.25753	EROS2-star lm015-5k-26494	15.161	16.968	1.807	592.56000000	0.17000000	9482.8000	0.061	0.4466	59.90	79.20	-99.99	1	0.005520	-0.000710	
OGLE-LMC-HB-0010	RG	4.835717	-70.018000	-99.99	LMC136.8.64	LMC530.29.22963	-99.99	15.094	16.287	1.193	177.16100000	0.04500000	9062.8000	0.023	0.4070	36.65	65.80	-99.99	1	0.006010	-0.002800	
OGLE-LMC-HB-0011	RG	4.837900	-70.177583	-99.99	LMC137.5.11971	LMC530.29.16078	-99.99	15.591	17.200	1.609	438.74000000	0.34000000	9331.0000	0.025	0.2820	89.80	122.30	-99.99	1	0.003240	0.002000	
OGLE-LMC-HB-0012	RG	4.845908	-70.098139	-99.99	LMC136.8.11243	LMC530.29.19176	OGLE-LMC-ECL-01488	15.371	16.882	1.511	435.49000000	0.22000000	9405.3000	0.041	0.2960	54.80	18.80	ECL	0	0.008120	-0.000520	
OGLE-LMC-HB-0013	RG	4.846486	-70.275611	-99.99	LMC137.5.12067	LMC530.21.18945	OGLE-LMC-ECL-27014	15.999	17.499	1.500	324.53800000	0.07800000	9182.4000	0.048	0.4520	76.30	59.60	-99.99	1	0.003110	0.001010	
OGLE-LMC-HB-0014	RG	4.849042	-69.426722	-99.99	LMC135.8.17507	LMC531.13.10236	EROS2-star lm012-2m-3813	14.497	15.726	1.229	359.11000000	0.19000000	9253.1000	0.041	0.2600	39.03	161.70	-99.99	1	0.014160	-0.005850	
OGLE-LMC-HB-0015	RG	4.856022	-67.221167	-99.99	LMC139.4.7634	LMC533.06.19946	-99.99	15.238	16.618	1.380	311.75000000	0.15000000	9257.2000	0.028	0.1910	66.00	47.30	-99.99	1	0.006130	0.001530	
OGLE-LMC-HB-0016	RG	4.864228	-69.720583	-99.99	LMC136.6.15163	LMC531.04.31795	-99.99	15.207	16.232	1.025	128.69000000	0.03200000	9086.4000	0.023	0.2000	76.80	32.70	-99.99	1	0.004390	0.002610	
OGLE-LMC-HB-0017	MS	4.865533	-69.392889	-99.99	LMC135.7.7716	LMC531.12.36543	-99.99	16.258	16.170	-0.088	19.72612000	0.00031000	9004.1110	0.093	0.1760	17.31	9.40	-99.99	1	0.074100	-0.056800	
OGLE-LMC-HB-0018	RG	4.868228	-66.810000	-99.99	LMC138.3.7148	LMC533.23.11	-99.99	14.975	16.558	1.583	577.86000000	0.24000000	9165.2000	0.052	0.3787	53.10	173.40	-99.99	1	0.008060	0.000240	
OGLE-LMC-HB-0019	RG	4.870322	-69.550889	-99.99	-99.99	LMC531.12.24810	-99.99	15.487	17.067	1.580	547.52000000	0.73000000	9326.2000	0.022	0.4470	60.10	102.20	-99.99	1	0.002000	0.000820	
OGLE-LMC-HB-0020	RG	4.873300	-68.365139	-99.99	LMC134.5.22443	LMC532.13.4	OGLE-LMC-ECL-01908	12.874	14.222	1.348	415.37700000	0.03800000	9386.9100	0.263	0.0191	12.70	45.88	ECL	0	1.066300	-0.999900	
OGLE-LMC-HB-0021	RG	4.876208	-68.842667	-99.99	LMC134.8.26510	LMC531.29.6068	-99.99	15.204	16.891	1.687	402.65000000	0.34000000	9126.1000	0.021	0.1310	43.30	171.50	-99.99	1	0.009900	-0.002600	
OGLE-LMC-HB-0022	RG	4.890814	-66.566000	-99.99	-99.99	LMC533.22.9632	EROS2-star lm028-1n-24990	15.025	16.777	1.752	370.70000000	0.13000000	9249.8000	0.085	0.2967	54.20	100.20	-99.99	1	0.017300	-0.006500	
OGLE-LMC-HB-0023	RG	4.900642	-68.121028	-99.99	LMC133.7.17484	LMC532.12.15797	-99.99	16.226	17.718	1.492	237.91000000	0.12000000	9078.9000	0.026	0.1930	73.60	104.80	-99.99	1	0.005120	0.002520	
OGLE-LMC-HB-0024	RG	4.912181	-69.082444	-99.99	LMC135.4.4729	LMC531.20.13102	-99.99	15.598	17.149	1.551	222.29500000	0.06400000	9039.1000	0.035	0.2890	44.90	144.90	-99.99	1	0.008970	-0.001630	
OGLE-LMC-HB-0025	RG	4.912639	-66.353500	-99.99	-99.99	LMC533.29.14235	-99.99	14.430	16.162	1.732	578.54000000	0.61000000	9125.9000	0.057	0.3710	74.60	75.60	-99.99	1	0.005620	0.001920	
OGLE-LMC-HB-0026	RG	4.915436	-70.757389	-99.99	LMC130.5.9	LMC530.10.2672	-99.99	13.916	15.416	1.500	700.00000000	1.00000000	9470.9000	0.021	0.4070	45.50	17.30	-99.99	0	0.003270	-0.000750	
OGLE-LMC-HB-0027	MS	4.916164	-67.633889	-99.99	LMC132.8.13249	LMC532.28.22811	OGLE-LMC-ECL-27523	16.177	16.108	-0.069	6.45144500	0.00007200	9004.7560	0.028	0.3280	48.20	59.90	ECL	0	0.005930	-0.001030	
OGLE-LMC-HB-0028	RG	4.919147	-67.590833	-99.99	LMC132.2.3	LMC532.28.27326	-99.99	14.292	15.669	1.377	636.65000000	0.47000000	9517.1000	0.028	0.4940	56.50	3.00	-99.99	1	0.002330	0.000750	
OGLE-LMC-HB-0029	RG	4.925325	-72.588583	-99.99	-99.99	LMC507.16.33	EROS2-star lm067-4m-6381	14.872	16.631	1.759	433.04000000	0.31000000	9097.8000	0.072	0.2954	69.20	96.60	-99.99	1	0.010600	0.001800	
OGLE-LMC-HB-0030	MS	4.925339	-69.468194	-99.99	LMC135.1.25511	LMC531.10.36227	-99.99	16.516	16.656	0.140	395.06700000	0.05700000	9386.9000	0.097	0.4619	35.15	35.40	ECL	0	0.016260	-0.008700	
OGLE-LMC-HB-0031	RG	4.928961	-68.710972	-99.99	LMC134.2.33954	LMC531.27.57392	-99.99	15.641	17.281	1.640	496.03000000	0.19000000	9267.5000	0.045	0.3979	62.30	174.20	-99.99	1	0.005590	0.001730	
OGLE-LMC-HB-0032	MS	4.929953	-69.469167	-99.99	LMC135.1.30322	LMC531.10.36099	OGLE-LMC-ECL-03133	13.965	13.923	-0.042	31.08959500	0.00005700	9013.0210	0.248	0.7434	89.90	90.00	ECL	0	0.001565	-0.000250	
OGLE-LMC-HB-0033	RG	4.930608	-70.031972	-99.99	LMC128.8.19813	LMC530.26.25958	OGLE-LMC-ECL-03149	15.544	17.149	1.605	622.84000000	0.14000000	9177.8000	0.079	0.5506	88.50	70.50	ECL	1	0.002680	0.000200	
OGLE-LMC-HB-0034	RG	4.932394	-66.936778	-99.99	LMC131.2.50	LMC533.11.22828	OGLE-LMC-ECL-27647	15.050	16.604	1.554	537.06000000	0.30000000	9385.5000	0.033	0.4450	59.90	36.50	-99.99	1	0.002920	0.000750	
OGLE-LMC-HB-0035	RG	4.943517	-72.347167	-99.99	-99.99	LMC507.24.22	2MASS J04563665-7220498	15.512	17.030	1.518	242.59400000	0.07100000	9083.6000	0.090	0.2296	52.20	68.10	-99.99	1	0.024100	-0.002500	
OGLE-LMC-HB-0036	RG	4.945353	-69.571028	-99.99	LMC128.5.31659	LMC531.10.24	OGLE-LMC-ECL-03512	15.542	17.079	1.537	271.60600000	0.05500000	9080.9000	0.056	0.2181	51.00	72.10	OSARG	1	0.016480	-0.002440	
OGLE-LMC-HB-0037	RG	4.946867	-70.355528	-99.99	LMC129.6.18547	LMC530.18.8028	-99.99	15.462	16.939	1.477	392.56000000	0.31000000	9028.4000	0.026	0.4580	44.00	4.10	-99.99	1	0.003290	-0.000530	
OGLE-LMC-HB-0038	MS	4.949636	-66.389528	-99.99	-99.99	LMC533.28.4396	2MASS J04565868-6623224	15.375	15.368	-0.007	4.18476000	0.00014000	9000.0500	0.014	0.2880	34.80	13.00	ECL	0	0.004900	-0.001700	
OGLE-LMC-HB-0039	RG	4.950000	-69.332250	-99.99	LMC127.7.56	LMC531.09.50649	-99.99	14.914	16.301	1.387	356.35000000	0.28000000	9030.3000	0.021	0.2960	45.70	17.80	-99.99	1	0.005110	-0.000600	
OGLE-LMC-HB-0040	RG	4.951117	-70.961278	-99.99	LMC130.6.13839	LMC508.25.10629	-99.99	15.628	17.099	1.471	327.99000000	0.25000000	9087.6000	0.021	0.2470	67.00	133.90	-99.99	0	0.003780	0.001220	
OGLE-LMC-HB-0041	RG	4.951306	-72.280500	-99.99	-99.99	LMC507.24.10	-99.99	14.373	15.932	1.559	354.75000000	0.35000000	9277.8000	0.049	0.1640	65.00	35.60	-99.99	1	0.012300	0.004700	
OGLE-LMC-HB-0042	RG	4.952847	-70.973028	-99.99	LMC130.6.13841	LMC508.25.10623	-99.99	15.598	17.160	1.562	575.54000000	0.28000000	9472.2000	0.039	0.5020	56.20	59.40	-99.99	1	0.002780	-0.000400	
OGLE-LMC-HB-0043	MS	4.954742	-69.667056	-99.99	LMC128.5.5858	LMC531.01.45685	OGLE-LMC-ECL-03748	16.231	16.197	-0.034	8.54268000	0.00020000	9003.6400	0.022	0.4400	42.60	127.30	ECL	0	0.003390	-0.001630	
OGLE-LMC-HB-0044	RG	4.955106	-69.321278	-99.99	LMC127.7.8481	LMC531.09.50669	-99.99	15.056	16.631	1.575	694.34000000	0.37000000	9163.3000	0.033	0.5110	63.00	139.00	TEO	1	0.001950	-0.000060	
OGLE-LMC-HB-0045	MS	4.957247	-69.440639	-99.99	LMC127.8.34170	LMC531.09.42317	OGLE-LMC-ECL-03811	15.876	15.832	-0.044	4.78841100	0.00005400	9001.2240	0.022	0.2900	52.90	6.00	ECL	0	0.004870	-0.001310	
OGLE-LMC-HB-0046	MS	4.963744	-70.204306	-99.99	LMC129.5.19448	LMC509.16.3	-99.99	14.102	14.195	0.093	43.51870000	0.00150000	9028.8000	0.076	0.4210	19.00	77.80	-99.99	1	0.020310	-0.014360	
OGLE-LMC-HB-0047	RG	4.964442	-69.639444	-99.99	LMC128.5.12118	LMC509.25.22191	-99.99	15.817	17.340	1.523	322.17000000	0.13000000	9101.1000	0.032	0.1860	89.90	127.70	-99.99	1	0.005890	0.002520	
OGLE-LMC-HB-0048	RG	4.971789	-72.885194	-99.99	-99.99	LMC507.06.48	EROS2-star lm067-5l-26764	15.061	16.830	1.769	444.50000000	0.28000000	9043.6000	0.075	0.3103	60.40	13.10	-99.99	1	0.013190	0.002370	
OGLE-LMC-HB-0049	RG	4.975167	-70.748833	-99.99	LMC130.4.77	LMC508.32.133	-99.99	16.122	17.464	1.342	394.20000000	0.36000000	9128.8000	0.024	0.4400	58.30	28.80	-99.99	1	0.002290	0.000140	
OGLE-LMC-HB-0050	MS	4.983603	-69.162333	-99.99	LMC127.6.53509	LMC531.17.42250	OGLE-LMC-ECL-04417	17.114	17.735	0.621	12.88226000	0.00013000	9001.2840	0.111	0.2045	81.00	25.30	ECL	0	0.020990	0.001170	
OGLE-LMC-HB-0051	RG	4.995789	-69.805111	-99.99	LMC128.3.58	LMC509.24.113	-99.99	15.349	16.610	1.261	342.27300000	0.09000000	9221.0000	0.050	0.3072	55.00	4.80	-99.99	1	0.009990	0.000530	
OGLE-LMC-HB-0052	RG	4.995858	-68.354750	-99.99	LMC125.8.11290	LMC532.08.24428	-99.99	15.984	17.364	1.380	209.46000000	0.10000000	9061.3000	0.024	0.2830	31.00	158.70	-99.99	1	0.008900	-0.004870	
OGLE-LMC-HB-0053	RG	4.996289	-70.496694	-99.99	LMC129.2.26	LMC509.07.10	-99.99	14.374	15.986	1.612	615.11000000	0.37000000	9551.1000	0.039	0.4540	50.30	46.60	OSARG	1	0.004160	-0.000070	
OGLE-LMC-HB-0054	RG	4.997858	-69.238833	-99.99	LMC127.3.70	LMC531.17.98	-99.99	15.928	17.306	1.378	251.51000000	0.11000000	9114.8500	0.032	0.6880	27.90	84.30	-99.99	0	0.001790	-0.002440	
OGLE-LMC-HB-0055	RG	5.006244	-70.127250	-99.99	LMC128.1.5546	LMC509.15.281	[O96] D050NE-67	16.057	17.371	1.314	197.29600000	0.05100000	9175.2000	0.032	0.3030	31.60	155.80	-99.99	1	0.011160	-0.006490	
OGLE-LMC-HB-0056	RG	5.006311	-69.343028	-99.99	LMC127.2.112	LMC509.32.23387	-99.99	16.517	17.988	1.471	191.79000000	0.04400000	9097.6000	0.044	0.2370	59.70	133.70	-99.99	1	0.009410	0.000590	
OGLE-LMC-HB-0057	RG	5.010069	-68.893556	LMC_SC15_38588	LMC126.1.7	LMC510.15.58	OGLE BRIGHT-LMC-ECL-80	14.161	15.674	1.513	302.52100000	0.05300000	9184.4000	0.057	0.1530	66.10	128.60	-99.99	1	0.014130	0.003760	
OGLE-LMC-HB-0058	RG	5.011631	-67.963778	-99.99	LMC125.3.23519	LMC532.17.3991	-99.99	15.889	17.404	1.515	209.44800000	0.05000000	9029.1000	0.047	0.1527	76.90	107.60	-99.99	1	0.010110	0.004160	
OGLE-LMC-HB-0059	RG	5.014786	-68.744722	LMC_SC15_102777	LMC126.2.51	LMC510.15.41039	-99.99	15.399	16.821	1.422	419.66000000	0.21000000	9386.2000	0.025	0.4070	62.70	129.00	-99.99	1	0.002530	0.000290	
OGLE-LMC-HB-0060	RG	5.027922	-68.644639	LMC_SC15_164995	LMC126.3.8382	LMC510.23.129	-99.99	15.107	16.640	1.533	320.85000000	0.03800000	9136.7400	0.088	0.2758	56.19	152.80	-99.99	1	0.018000	0.002700	
OGLE-LMC-HB-0061	RG	5.028800	-70.077222	-99.99	LMC128.1.11830	LMC509.14.150	-99.99	15.324	16.933	1.609	327.86800000	0.09900000	9124.7000	0.044	0.2680	32.86	167.20	OSARG	1	0.017040	-0.009540	
OGLE-LMC-HB-0062	RG	5.029700	-67.487861	-99.99	LMC124.2.19471	LMC511.15.24099	-99.99	16.024	17.383	1.359	239.03000000	0.11000000	9059.4000	0.023	0.3050	50.90	141.10	-99.99	1	0.004780	-0.000390	
OGLE-LMC-HB-0063	RG	5.030608	-66.713750	-99.99	LMC123.4.52	LMC533.17.3575	-99.99	15.021	16.652	1.631	380.97000000	0.19000000	9285.9000	0.045	0.2471	61.00	93.80	-99.99	1	0.009530	0.002100	
OGLE-LMC-HB-0064	RG	5.039161	-69.656417	-99.99	LMC120.5.29	LMC509.23.25732	OGLE-LMC-ECL-05622	15.058	16.808	1.750	526.11000000	0.23000000	9019.3000	0.042	0.3658	77.00	79.50	ECL	1	0.004200	0.001710	
OGLE-LMC-HB-0065	RG	5.042533	-72.286889	-99.99	-99.99	LMC507.21.75	-99.99	15.754	17.244	1.490	255.37500000	0.06200000	9106.5000	0.093	0.2934	68.30	64.30	-99.99	1	0.013660	0.004110	
OGLE-LMC-HB-0066	RG	5.043794	-69.144889	LMC_SC14_24301	LMC127.3.72567	LMC510.06.51213	2MASS J05023766-6908416	14.992	16.737	1.745	532.15000000	0.26000000	9098.0000	0.038	0.1533	58.40	45.40	OSARG	1	0.010830	-0.001170	
OGLE-LMC-HB-0067	RG	5.047964	-67.472667	-99.99	LMC124.3.9903	LMC511.14.23530	-99.99	15.245	16.753	1.508	371.78000000	0.24000000	9269.4000	0.025	0.1620	64.00	60.50	-99.99	1	0.006400	0.001600	
OGLE-LMC-HB-0068	RG	5.048297	-69.948167	-99.99	LMC120.7.39	LMC509.13.28188	-99.99	15.546	17.143	1.597	315.48000000	0.21000000	9315.3000	0.018	0.1190	63.00	63.00	-99.99	1	0.005350	0.001780	
OGLE-LMC-HB-0069	RG	5.048744	-68.528500	-99.99	LMC126.3.58648	LMC510.23.36207	OGLE-LMC-ECL-05863	16.519	18.207	1.688	178.12300000	0.02200000	9157.6100	0.087	0.2443	68.70	111.00	-99.99	1	0.015310	0.005090	
OGLE-LMC-HB-0070	MS	5.051922	-70.677667	-99.99	LMC121.8.4297	LMC508.30.21	-99.99	14.278	14.336	0.058	27.82349000	0.00041000	9024.0100	0.089	0.4761	28.89	89.48	ECL	0	0.024960	-0.012400	
OGLE-LMC-HB-0071	MS	5.052875	-68.643389	LMC_SC14_61334	LMC118.6.1	LMC510.23.38	-99.99	14.648	14.486	-0.162	6.21482700	0.00005600	9002.3330	0.023	0.1630	33.80	7.80	-99.99	1	0.013000	-0.005900	
OGLE-LMC-HB-0072	MS	5.054894	-67.059222	-99.99	LMC123.1.16263	LMC511.31.66	OGLE-LMC-ECL-06035	15.379	15.193	-0.186	4.57968000	0.00004300	9002.6270	0.019	0.3650	40.50	19.00	ECL	0	0.003950	-0.001620	
OGLE-LMC-HB-0073	RG	5.057097	-71.945056	-99.99	-99.99	LMC507.29.99	-99.99	16.012	17.343	1.331	202.15000000	0.15000000	9118.9000	0.027	0.2220	60.00	37.30	-99.99	1	0.006200	0.002100	
OGLE-LMC-HB-0074	RG	5.061508	-69.351278	-99.99	LMC119.7.12547	LMC509.30.34591	OGLE-LMC-ECL-06208	15.852	17.254	1.402	694.80000000	0.39000000	9631.8000	0.027	0.6330	65.00	87.90	ECL	1	0.000690	0.000300	
OGLE-LMC-HB-0075	RG	5.064878	-70.669722	-99.99	LMC121.8.9065	LMC508.29.20212	OGLE-LMC-ECL-06300	15.265	16.896	1.631	474.31300000	0.07500000	9119.3400	0.121	0.4174	72.10	111.90	OSARG	1	0.009710	0.002840	
OGLE-LMC-HB-0076	RG	5.073089	-70.372750	-99.99	LMC121.6.20906	LMC509.04.28801	-99.99	14.697	16.000	1.303	376.77000000	0.27000000	9253.3000	0.021	0.4330	65.40	130.90	-99.99	1	0.001740	0.000230	
OGLE-LMC-HB-0077	RG	5.078281	-65.231417	-99.99	-99.99	LMC513.14.80	OGLE-LMC-ECL-29144	15.864	17.111	1.247	312.87000000	0.80000000	9307.7000	0.013	0.2970	49.00	19.00	ECL	0	0.003020	-0.000830	
OGLE-LMC-HB-0078	RG	5.079308	-69.252361	LMC_SC14_216143	LMC119.7.79191	LMC510.05.21	EROS2-star lm010-0l-7392	13.838	15.356	1.518	661.15000000	0.50000000	9477.7000	0.018	0.3900	61.50	123.40	-99.99	1	0.002050	0.000600	
OGLE-LMC-HB-0079	RG	5.079681	-70.299778	-99.99	LMC121.6.49805	LMC509.04.29161	-99.99	15.807	17.183	1.376	251.42700000	0.05200000	9028.9000	0.045	0.3740	70.50	119.10	-99.99	1	0.004600	0.001330	
OGLE-LMC-HB-0080	RG	5.080622	-72.025972	-99.99	-99.99	LMC507.28.4	-99.99	13.871	15.260	1.389	811.80000000	1.10000000	9491.7000	0.052	0.4730	74.30	94.80	OSARG/ECL	0	0.003140	0.000410	
OGLE-LMC-HB-0081	RG	5.080736	-71.868111	-99.99	-99.99	LMC507.28.9270	-99.99	15.872	17.367	1.495	682.60000000	1.20000000	9010.1000	0.044	0.5330	89.50	123.10	-99.99	1	0.001700	0.000670	
OGLE-LMC-HB-0082	RG	5.084850	-70.257528	-99.99	LMC121.5.22054	LMC509.04.28977	-99.99	15.086	16.584	1.498	449.24000000	0.41000000	9047.9000	0.024	0.2040	70.60	24.10	OSARG	1	0.005000	0.002600	
OGLE-LMC-HB-0083	RG	5.085867	-68.810028	LMC_SC13_30515	LMC118.7.21722	LMC510.12.55826	2MASS J05050911-6848361	14.370	15.572	1.202	205.45300000	0.02100000	9072.3000	0.065	0.1750	62.40	60.00	-99.99	1	0.015990	0.002280	
OGLE-LMC-HB-0084	MS	5.102011	-68.099917	-99.99	LMC117.7.57839	LMC510.29.35110	-99.99	14.546	14.635	0.089	61.12130000	0.00520000	9003.5700	0.044	0.4370	19.60	1.00	-99.99	1	0.007800	-0.007100	
OGLE-LMC-HB-0085	RG	5.102678	-67.201250	-99.99	LMC116.5.12988	LMC511.21.19128	-99.99	15.514	16.767	1.253	227.61800000	0.06400000	9110.5000	0.035	0.2240	58.50	77.80	-99.99	1	0.008260	0.000590	
OGLE-LMC-HB-0086	RG	5.102761	-68.531333	LMC_SC13_121909	LMC118.6.66983	LMC510.21.50887	-99.99	15.630	17.145	1.515	318.22000000	0.15000000	9213.3000	0.024	0.1520	72.00	37.90	-99.99	1	0.005500	0.002240	
OGLE-LMC-HB-0087	RG	5.103025	-69.842722	LMC_SC12_66110	LMC120.2.38013	LMC509.20.110	EROS2-star lm010-4m-15619	15.141	16.897	1.756	394.19000000	0.10000000	9092.2000	0.045	0.1800	46.50	15.50	-99.99	1	0.016510	-0.001510	
OGLE-LMC-HB-0088	RG	5.104478	-71.087972	-99.99	LMC122.2.73	LMC508.20.53	-99.99	15.107	16.622	1.515	278.18800000	0.09300000	9064.7000	0.033	0.2460	52.30	65.00	-99.99	1	0.008280	-0.001330	
OGLE-LMC-HB-0089	RG	5.104689	-71.249083	-99.99	LMC122.1.59	LMC508.11.12166	OGLE-LMC-ECL-07389	15.722	17.176	1.454	300.31300000	0.06300000	9238.7000	0.060	0.2830	68.80	121.20	-99.99	1	0.009180	0.001450	
OGLE-LMC-HB-0090	RG	5.104825	-69.659333	LMC_SC12_127079	LMC120.4.128	LMC509.20.33397	-99.99	15.815	17.273	1.458	241.91900000	0.06300000	9024.4000	0.028	0.1217	66.00	121.50	-99.99	1	0.007600	0.003110	
OGLE-LMC-HB-0091	RG	5.108931	-71.022861	-99.99	LMC122.2.87	LMC508.20.91	-99.99	15.436	16.853	1.417	302.97000000	0.26000000	9213.5000	0.020	0.1900	62.00	4.70	-99.99	1	0.005150	0.002670	
OGLE-LMC-HB-0092	RG	5.109308	-69.955722	LMC_SC12_114069	LMC120.2.8553	LMC509.11.29072	-99.99	15.571	17.153	1.582	478.94000000	0.14000000	9284.6000	0.040	0.4120	68.10	91.90	-99.99	1	0.003730	0.000530	
OGLE-LMC-HB-0093	MS	5.110364	-70.563444	-99.99	LMC121.2.7780	LMC508.28.22525	-99.99	14.131	14.253	0.122	19.88353000	0.00066000	9010.5600	0.035	0.3490	13.60	112.00	-99.99	1	0.011700	-0.010000	
OGLE-LMC-HB-0094	RG	5.111472	-69.101139	LMC_SC13_142608	LMC119.3.55461	LMC510.04.57410	-99.99	14.828	16.265	1.437	238.30700000	0.04900000	9009.5000	0.041	0.2467	51.60	36.10	-99.99	1	0.010150	-0.001140	
OGLE-LMC-HB-0095	RG	5.112764	-68.569167	LMC_SC13_183882	LMC118.3.47258	-99.99	-99.99	15.863	17.610	1.747	289.61200000	0.10000000	9253.2000	0.058	0.2937	70.30	169.00	-99.99	1	0.009600	0.003160	
OGLE-LMC-HB-0096	RG	5.116108	-68.306833	LMC_SC13_270397	LMC117.1.43	LMC510.28.163	2MASS J05065800-6818245	15.319	17.003	1.684	376.97300000	0.07100000	9143.5000	0.066	0.1904	88.70	124.90	OSARG	1	0.011960	0.003530	
OGLE-LMC-HB-0097	RG	5.116400	-68.053639	-99.99	LMC117.3.16	LMC511.04.75	-99.99	15.343	16.845	1.502	323.39000000	0.16000000	9099.8000	0.021	0.2020	63.00	105.50	-99.99	0	0.004790	0.001290	
OGLE-LMC-HB-0098	RG	5.122983	-71.720389	-99.99	-99.99	LMC508.02.106	-99.99	15.985	17.459	1.474	382.91000000	0.57000000	9005.9000	0.026	0.4010	50.70	152.80	-99.99	1	0.003630	0.000300	
OGLE-LMC-HB-0099	RG	5.123803	-71.364722	-99.99	-99.99	LMC508.10.59	-99.99	15.008	16.402	1.394	408.90000000	1.00000000	9188.0000	0.016	0.1670	41.90	154.00	-99.99	1	0.006900	-0.002300	
OGLE-LMC-HB-0100	RG	5.127228	-68.122389	-99.99	LMC117.2.38630	LMC510.28.36446	OGLE-LMC-ECL-29660	15.137	16.726	1.589	667.55000000	0.55000000	9555.6000	0.034	0.4620	49.10	116.90	ECL	0	0.003800	-0.001420	
OGLE-LMC-HB-0101	RG	5.128517	-71.541083	-99.99	-99.99	LMC508.02.11427	EROS2-star lm055-7m-6696	15.019	16.562	1.543	371.68000000	0.29000000	9091.3000	0.072	0.3400	67.70	34.30	TEO	1	0.009300	0.002040	
OGLE-LMC-HB-0102	RG	5.130206	-69.058694	LMC_SC11_49414	LMC119.4.27179	LMC510.03.54301	-99.99	16.140	17.517	1.377	215.26100000	0.06400000	9003.7000	0.024	0.1940	67.80	162.60	-99.99	1	0.005570	0.001920	
OGLE-LMC-HB-0103	RG	5.132561	-67.030972	-99.99	LMC115.2.50	LMC511.28.88	-99.99	15.386	16.954	1.568	633.27000000	0.47000000	9437.5000	0.028	0.5110	47.80	166.20	-99.99	1	0.002380	-0.000520	
OGLE-LMC-HB-0104	RG	5.133781	-68.250944	-99.99	LMC117.1.45895	LMC510.28.226	-99.99	15.917	17.385	1.468	222.03200000	0.03300000	9201.7600	0.064	0.2845	47.37	27.40	ECL	1	0.015830	-0.003200	
OGLE-LMC-HB-0105	RG	5.135000	-69.534583	-99.99	LMC119.1.24260	LMC509.27.403	OGLE-LMC-ECL-29749	16.086	17.481	1.395	414.42000000	0.39000000	9286.6000	0.018	0.2950	57.10	109.90	-99.99	1	0.003280	0.000430	
OGLE-LMC-HB-0106	RG	5.135142	-70.017278	-99.99	-99.99	LMC509.10.31276	-99.99	13.257	14.794	1.537	1264.70000000	3.30000000	9673.6000	0.033	0.4900	51.60	149.40	-99.99	1	0.002760	-0.000670	
OGLE-LMC-HB-0107	MS	5.135300	-71.180722	-99.99	LMC122.1.13841	LMC508.10.13632	OGLE-LMC-ECL-29752	15.019	14.876	-0.143	8.20402000	0.00019000	9004.1600	0.015	0.5020	31.70	121.00	ECL	0	0.002370	-0.001600	
OGLE-LMC-HB-0108	RG	5.137753	-69.241861	LMC_SC11_118732	LMC119.3.27676	LMC510.03.218	-99.99	15.673	16.991	1.318	220.29500000	0.07400000	9031.6000	0.020	0.1830	67.00	35.90	-99.99	1	0.004530	0.001460	
